code,name,barcode,unit,is_active,sale_price,ncm
2320,DEL VALLE UVA 1L,7.90E+17,UN,0,6.99,20096100
2321,BANANINHA TIPO CASEIRA 30G,7.90E+17,UN,1,1,
2322,LACTA COOKIES LAKA 80G,7.62E+17,UN,1,3.9,19053100
2323,LACTA COOKIES AO LEITE 80G,7.62E+17,UN,1,3.9,19053100
2324,CLUB SOCIAL PIZZA 141G C/ 6 UNID.,7.62E+17,UN,1,4.5,19059020
2325,CLUB SOCIAL PRESUNTO 141G C/6 UNID,7.62E+17,UN,1,4.5,19059020
2326,CLUB SOCIAL ORIGINAL 141G C/ 6 UNID.,7.62E+16,UN,1,4.5,19059020
2327,CLUB SOCIAL INTEGRAL 5 CEREAIS 144G C/ 6 UNID.,7.62E+17,UN,1,4.5,19059020
2328,BELVITA MACA E CANELA 75G C/ 3 UNID.,7.62E+17,UN,1,3.5,19059020
2329,BELVITA LEITE E AVEIA 75G C/ 4 UNID.,7.62E+17,UN,1,3.5,19059020
2330,BELVITA CACAU & CEREAIS 75G C/ 4 UNID.,7.62E+17,UN,1,3.5,19059020
2331,TORTA MOUSSE DE MORANGO PEQUENA,2331,UN,0,32.9,
2332,TORTA NINHO COM NUTELLA GRANDE,2332,UN,0,41.9,
2333,POTE BRIGADEIRO DE COLHER DIET,7.90E+17,UN,0,15,
2334,CEDRO DOCE LIBANES PEQUENO,2334,UN,0,14,19041000
2335,CEDRO DOCE LIBANES MEDIO,2335,UN,0,16.9,19041000
2336,CEDRO DOCE LIBANES GRANDE,2336,UN,0,23.9,19041000
2337,TORTA CHEESECAKE DE DAMASCO PEQUENA,2337,UN,0,28.9,
2338,TORTA CHEESECAKE DE FRUTAS VERMELHAS PEQUENA,2338,UN,0,28.9,
2339,POTE DOCE DE LEITE CONDENSADO 680G,7.90E+17,UN,0,14.5,
2340,PODE DOCE DE PESSEGO EM CALDA 680G,7.90E+17,UN,0,14.5,
2341,PODE DOCE LEITE CREMOSO COM LIMAO 680G,7.90E+17,UN,0,14.5,20079990
2342,POTE DOCE DE LEITE COM CAFE 680G,7.90E+17,UN,0,14.5,
2343,POTE LEITE CREMOSO COM ACAI 680G,7.90E+17,UN,0,14.5,
2344,KIBON CORNETTO BISCOITO 55G,7.89E+17,UN,0,5.5,19022000
2345,KIBON CREMOSISSIMO 4 EM 1 2 LITROS,7.89E+17,UN,0,25.9,21050010
2346,PLUTONITA SERPENTE VENENOSA GELATINA 30G,7.79E+17,UN,0,1.6,17049020
2347,DOCES CASEIROS 200G,2347,UN,1,6,
2348,DOCES CASEIROS 400G,2348,UN,1,12,
2349,POTE BOLACHA 250G,2349,UN,1,5.9,
2350,MARIA ROSA ESFIHA INTEGRAL BROCOLIS,2350,UN,1,12,
2351,MARIA ROSA ESFIHA INTEGRAL ESCAROLA,2351,UN,1,12,
2352,MARIA ROSA ESFIHA INTEGRAL FRANGO,2352,UN,1,12,
2353,BISCOITO MASSA BRANCA 100G ARGOLA,2353,UN,0,3.5,
2354,BISCOITO MASSA BRANCA 100G PALITO,7.90E+17,UN,0,3.5,
2355,BISCOITO MASSA BRANCA CASEIRO 150G,7.90E+17,UN,0,5.9,
2356,CERVEJA BADEN CRISTAL,7.90E+17,UN,1,18.6,22030000
2357,CERVEJA BADEN GOLDEN,7.90E+17,UN,1,21.3,22030000
2358,CERVEJA BADEN WEISS,7.90E+17,UN,1,21.3,22030000
2359,CERVEJA EISENBAHN PILSEN LATA,7.90E+17,UN,0,4.9,22030000
2360,CERVEJA EISENBAHN PALE ALE,7.90E+17,UN,0,6.9,22030000
2361,CERVEJA EISENBAHN WEISS,7.90E+17,UN,0,6.9,22030000
2362,CERV EISENBAHN STRONG GOLDEN ALE,7.90E+17,UN,0,6.9,22030000
2363,PET MOGI ABACAXI 2L,7.90E+17,UN,0,5.5,22021000
2364,PET MOGI MACA 2L,7.90E+17,UN,0,5.5,22021000
2365,PET MOGI GUARANA 2L,7.90E+17,UN,0,5.5,22021000
2366,PET MOGI GUARANA 250ML,7.90E+17,UN,0,1.5,22021000
2367,ASSADEIRA ALUMINIO 4LITROS,7.90E+17,UN,0,5,76071190
2368,ASSADEIRA ALUMINIO 7LITROS,7.90E+17,UN,0,7,76071110
2369,CERV ARTESANAL BOCK,2369,UN,1,12,
2370,CERV ARTESANAL DUNKEL,2370,UN,1,18.3,
2371,CERV ARTESANAL SUMMER ALE,2371,UN,1,18.3,
2372,CERV ARTESANAL SESSION PILSEN,2372,UN,1,18.2,
2373,POTE DOCE AMBROSIA,2373,UN,0,14.5,
2374,POTE DOCE MAMAO RALADO,7.90E+17,UN,0,14.5,20079990
2376,"BOM DA FAZENDA COM REQ, DAMASCO E AVELA",2376,UN,0,31.9,
2377,POTE DOCE DE ABOBORA COM COCO DIET,7.90E+17,UN,0,15,
2378,EISENBAHN PILSEN LN,7.90E+17,UN,0,5.9,22030000
2379,PET MOGI ABACAXI 250ML,7.90E+17,UN,0,1.5,22021000
2380,TRIDENT TUTTI FRITI C/5,2380,UN,0,2,21069050
2381,TORTA PESSEGO PEQUENA,2381,UN,0,28.9,
2382,PET ITUBAINA 237ML,7.90E+17,UN,1,1.5,22021000
2383,BISCOITO DE POLVILHO MINI PAO DE QUEIJO,7.90E+17,UN,0,3.5,19022000
2384,BATATA PALHA MASSA BRANCA 140G,7.90E+17,UN,0,4.99,","
2385,CERV ARTESANAL MEDITERRANEA,2385,UN,1,18.2,
2386,CERV ARTESANAL ESB,2386,UN,1,18.2,
2387,COCA COLA PET 200ML,78908901,UN,0,2,22021000
2388,SPRITE LATA 220ML,7.89E+16,UN,0,1.5,
2389,ISOTONICO I9 LIMAO 500ML,7.89E+16,UN,1,4.5,22029900
2390,ISOTONICO POWERADE PRO MIX DE FRUTAS 500ML,7.89E+16,UN,1,5,22029900
2391,POTE COOKIES TRADICONAL 400G,7.51E+16,UN,0,12,20079990
2392,POTE COOKIES CHOCOLATE 400G,7.51E+16,UN,0,12,20079990
2393,AMENDOIM MIX KI-SABOR 360G,"7,89E+12",UN,1,12,
2394,ROSCA ENROLADA SIMPLES 400G,7.51E+16,UN,1,8.9,
2395,ROSCA ENROLADA COCO 400G,7.51E+16,UN,1,8.9,19022000
2396,PACOCA CHOCOLATE UNIDADE,7.90E+17,UN,1,0.5,
2397,CACHACA DU BREJO PRATA 750ML,7.35E+16,UN,0,27.5,
2398,CACHACA DU BREJO CARVALHO 750ML,7.35E+16,UN,0,27.5,
2399,CACHACA DU BREJO BALSAMO/AMBURANA 750ML,7.35E+16,UN,0,27.5,
2400,TAMPICO FRUTAS CITRICAS 450ML,95188794506,UN,1,3.5,
2401,PROVOLONE DESIDRATADO POTE 100G,7.90E+15,UN,0,12,20079990
2402,COCA COLA ZERO PET 200ML,78933873,UN,0,2,22021000
2403,SALGADINHO CHEETOS LUA 42G,7.89E+17,UN,0,1.99,
2404,SALGADINHO CHEETOS ONDA REQUEIJAO 42G,7.89E+17,UN,0,1.99,
2405,SALGADINHO FANDANGOS QUEIJO 44G,7.89E+17,UN,0,1.99,
2406,SALGADINHO FANDANGOS PRESUNTO 44G,7.89E+17,UN,0,1.99,
2407,SALGADINHO SENSACOES PEITO DE PERU 55G,7.89E+17,UN,0,4.99,
2408,SALGADINHO SENSACOES FRANGO GRELHADO 55G,7.89E+17,UN,0,4.99,
2409,SALGADINHO DORITOS 48G,7.89E+17,UN,0,3.99,
2410,SALGADINHO RUFFLES ORIGINAL 41G,7.89E+17,UN,0,2.99,
2411,SALGADINHO RUFFLES CEBOLA & SALSA 41G,7.89E+17,UN,0,2.99,
2412,SALGADINHO RUFFLES CHURRASC 41G,7.89E+17,UN,0,2.99,
2413,SALGADINHO DORITOS 96G,7.89E+17,UN,0,6.99,
2414,SALGADINHO RUFFLES ORIGINAL 96G,7.89E+17,UN,0,6.99,
2415,SALGADINHO RUFFLES CEBOLA & SALSA 96G,7.89E+17,UN,0,6.99,
2416,SALGADINHO LAY'S CLASSICA 86G,7.89E+17,UN,0,6.99,
2417,SALGADINHO CHEETOS LUA 140G,7.89E+17,UN,0,6.5,
2418,SALGADINHO CHEETOS ONDA REQUEIJAO 150G,7.89E+17,UN,0,6.5,
2419,SALGADINHO FANDANGOS PRESUNTO 164G,7.89E+17,UN,0,6.99,
2420,SALGADINHO BACONZITOS 103G,7.89E+17,UN,0,6.5,
2421,SALGADINHO CEBOLITOS 110G,7.89E+17,UN,0,6.5,
2422,PET FANTA GUARANA 2L,7.89E+16,UN,1,8.6,22021000
2423,POTE COCADA CREMOSA COM MORANGO,2423,UN,0,14.5,
2424,POTE COCADA CREMOSA COM CHOCOLATE,2424,UN,0,14.5,
2425,POTE COCADA CREMOSA COM LEITE,7.90E+17,UN,0,14.5,
2426,POTE DOCE DE NATA,2426,UN,0,14.5,
2427,SUCO ADES MACA 200ML,7.89E+16,UN,0,2.5,22029900
2428,DEL VALLE KAPO UVA 200ML,7.89E+16,UN,0,2.5,22021000
2429,LATA DEL VALLE MARACUJA 290ML,7.89E+16,UN,0,3.8,22029900
2430,CASA DAS TORTAS PETIT GATEAU 100G,7.90E+16,UN,1,5.99,19059090
2431,KIBON BLAST DIAMANTE NEGRO POTE 1 LITRO,7.89E+17,UN,1,21.9,
2432,KIBON BLAST TABLITO POTE 800ML,7.89E+17,UN,0,21.5,21050010
2433,KIBON BLAST COOKIES N CREME POTE 1 LITRO,7.89E+17,UN,1,21.5,21050010
2434,GALCHURRAS TORRADA CEBOLA E SALSA 100G,7.90E+17,UN,0,3.5,
2435,GALCHURRAS TORRADA ALHO 100G,7.90E+17,UN,0,3.5,
2436,GALCHURRAS TORRADA BACON 100G,7.90E+17,UN,0,3.5,
2437,MEL PURO FLORES SILVESTRES 750G,2437,UN,0,23.9,
2438,MEL PURO FLORES SILVESTRES 470G,2438,UN,0,18.9,
2439,COCADA SIRIA 4 UNIDADES,2439,UN,1,8.4,
2440,COCADA SIRIA UNIDADE,7.51E+16,UN,0,4.2,19041000
2441,DOCE LIBANES PROMOCAO MEDIO,2441,UN,0,13.5,19041000
2442,DOCE LIBANES PROMOCAO GRANDE,2442,UN,0,19.6,19041000
2443,DOCE LIBANES PROMOCAO PEQUENO,2443,UN,0,11.9,19041000
2444,AROSA MASSA FILLO 300G,2444,UN,0,10.9,19021900
2445,SALGADINHO CHEETOS BOLA 59G,7.89E+17,UN,0,2.5,
2446,SALGADINHO BACONZITOS 55G,7.89E+17,UN,0,3.75,
2447,SALGADINHO CEBOLITOS 31G,7.89E+17,UN,0,1.99,
2448,SALGADINHO RUFFLES CHURRASCO 96G,7.89E+17,UN,0,6.99,
2449,CHEETOS PIPOCA DOCE CARAMELO 55G,7.89E+17,UN,1,3,
2450,COCADA SIRIA PROMOCAO,2450,UN,1,6.3,
2451,MARIA ROSA ENROLADINHO MISTO,2451,UN,1,14,
2452,MARIA ROSA BANDEJA MISTA,2452,UN,1,14,
2453,LATA SPRITE 350ML,2453,UN,0,3.8,
2454,MEL PURO BISNAGA 470G,2454,UN,0,17.9,
2455,MEL PURO BISNAGA 280G,2455,UN,0,11.9,
2456,MEL PURO BISNAGA 210G,2456,UN,0,9.9,
2457,BALA POOSH! 4SABORES VERDE 5G,78918214,UN,0,0.15,
2458,CHA MATTE LEAO LIMAO 300ML,7.89E+16,UN,1,3.5,22021000
2459,CHA LEAO FUZE ICE TEA LIMAO 300ML,7.89E+16,UN,1,3.5,22021000
2460,CHA LEAO FUZE ICE TEA PESSEGO 300ML,7.89E+16,UN,1,3.5,22021000
2461,DEL VALLE KAPO MORANGO 200ML,7.89E+16,UN,0,2.5,22021000
2462,AQUARIUS FRESH LIMAO 510ML,7.89E+16,UN,1,3,22021000
2463,ISOTONICO I9 UVA VERDE 500ML,7.89E+16,UN,1,4.5,22029900
2464,ENERGETICO MONSTER ENERGY LATA 473ML,70847022015,UN,1,8.5,
2465,CERVEJA HEINEKEN LONG NECK 330ML,78936683,UN,0,5,22030000
2466,SALGADINHO LAYS SOUR CREAM 86G,7.89E+17,UN,0,6.99,
2467,SALGADINHO TORCIDA PIMENTA MEXICANA 50G,7.90E+17,UN,0,1.85,
2468,TODDYNHO 200ML,7.89E+17,UN,1,2.75,
2469,"TRIDENT POTE HORTELA 40,6G",7.62E+16,UN,1,7,
2470,BUBBALOO SORTIDOS,7.90E+16,UN,1,0.2,17041000
2471,"KIBON CREMOSISSIMO PASSAS AO RUM 1,5L",7.89E+17,UN,0,19.9,21050010
2472,"KIBON CREMOSISSIMO FLOCOS1,5L",7.89E+17,UN,0,19.9,21050010
2473,"KIBON CREMOSISSIMO CREME 1,5L",7.89E+17,UN,0,19.9,21050010
2474,SALGADINHO LAYS CLASSICA 55G,7.89E+17,UN,0,4.99,
2475,KIBON ZERO CHOCOLATE COM BAUNILHA 1L,7.89E+17,UN,0,23.9,21050010
2476,DEL VALLE FRESH LIMAO 200ML,78938984,UN,1,1.5,22021000
2477,DEL VALLE FRESH LARANJA 200ML,78938977,UN,1,1.5,22021000
2478,DEL VALLE 100% SUCO DE UVA 300ML,7.89E+16,UN,0,4.5,20096100
2479,"DEL VALLE FRESH LIMAO 1,5L",7.89E+16,UN,1,4,22021000
2480,"DEL VALLE FRESH LARANJA 1,5L",7.89E+16,UN,1,4,22021000
2481,BIG BIG MENTA C/4 UNID ZERO ACUCAR,78921375,UN,1,0.5,21069050
2482,BIG BIG TUTTI-FRUTTI C/4 ZERO ACUCAR,78922389,UN,1,0.5,21069050
2483,BALA BUTTER TOFFEES MORANGO COM CREME,2483,UN,0,0.2,17049020
2484,BALA 7 BELO IOGURTE,2484,UN,0,0.1,17049020
2485,BALA 7 BELO FRAMBOESA,2485,UN,0,0.1,17049020
2486,SALGADINHO LAYS TEX-MEX CHEESE 86G,7.89E+17,UN,0,6.99,
2487,SALGADINHO LAYS AMERICAN BARBECUE 86G,7.89E+17,UN,0,6.99,
2488,BATATA PALHA ELMA CHIPS 140G,7.89E+17,UN,0,6.5,","
2489,BOLO CASEIRINHO GRANDE,2489,UN,1,13.5,
2490,BOLO CASEIRINHO PEQUENO,2490,UN,1,9.5,
2491,BRIGADEIROS BANDEJA,2491,UN,1,10.5,
2492,STIKADINHO MORANGO,78929340,UN,0,0.75,18063210
2493,BATON AO LEITE,78912359,UN,0,1.25,18063210
2494,CHICLE POOSH! HORTELA,78927995,UN,0,0.15,17041000
2495,TRIDENT POTE MENTA 40G,7.62E+16,UN,1,7,21069050
2496,BATON BRANCO E PRETO,78930193,UN,0,1.25,18063210
2497,SALGADINHO LAYS SALT & VINEGAR 86G,7.89E+17,UN,0,6.99,
2498,SUCO ADES LARANJA 200ML,7.89E+16,UN,1,2.5,
2499,CERVEJA BADEN RED ALE,7.90E+17,UN,1,21.3,22030000
2500,CERVEJA EISENBAHN DUNKEL 355ML,7.90E+17,UN,0,6.9,22030000
2501,BOLO DE POTE DELICIAS DA RITINHA,2501,UN,1,5,
2502,SALGADINHO STIKSY 90G,7.89E+17,UN,0,3.75,
2503,SALGADINHO PINGO D OURO BACON 48G,7.89E+17,UN,0,1.99,
2504,SALGADINHO PINGO D OURO PICANHA 35G,7.89E+17,UN,0,3.75,
2505,GOIABADA TABLETE,7.90E+17,UN,0,6.5,19041000
2506,GOIABADA CASCAO TABLETE,7.90E+17,UN,0,6.5,
2507,CASARAO FUSILLI INTEGRAL 200G,7.90E+17,UN,0,6.9,19021900
2508,CASARAO PENNE INTEGRAL 200G,7.90E+17,UN,0,6.9,19021900
2509,CASARAO MASSA DE ARROZ PREMIUM FUSILLI 200G,7.90E+17,UN,0,5.9,19021900
2510,CASARAO MASSA DE ARROZ PREMIUM SPAGHETTI 200G,7.90E+17,UN,0,5.9,19021900
2511,CASARAO MASSA DE ARROZ PREMIUM PENNE 500G,7.90E+17,UN,0,11.5,19021900
2512,CASARAO MASSA DE ARROZ PREMIUM SPAGHETTI 500G,7.90E+17,UN,0,11.5,19021900
2513,CASARAO MASSA DE ARROZ PREMIUM FUSILLI 500G,7.90E+17,UN,0,11.5,19021900
2514,"KIT KAT BRANCO 41,5G",7.89E+15,UN,0,2.75,19053200
2515,PIRULITO 7 BELO FRAMBOESA,2515,UN,0,0.25,17049090
2516,CHICLE HUEVITOS LIGA DA JUSTICA 25G,7.89E+17,UN,0,1.5,17041000
2517,SALGADINHO DORITOS SWEET CHILI 48G,7.89E+17,UN,0,3.99,
2518,VASILHAME SODA NOLL,2518,UN,0,19.9,
2519,LIQUIDO SODA NOLL,2519,UN,0,5.9,
2520,"KIT KAT AO LEITE 41,5G",7.89E+15,UN,0,2.75,
2521,BALA POOSH! 7BELO,78916234,UN,0,0.15,
2522,CHOC SUFLAIR 50G,7.89E+15,UN,0,3.3,18063210
2523,CHOC SENSACAO 28G,7.89E+15,UN,0,2.5,18063110
2524,KIBON MAGNUM TRIO CHOCOLATE,7.89E+17,UN,0,9.9,21050010
2525,KIBON CORNETTO SNICKERS,7.89E+17,UN,0,4.9,21050010
2526,KIBON CREME ZERO LACTOSE,7.89E+17,UN,0,21.5,21050010
2527,KIBON OVOMALTINE 800ML,7.89E+17,UN,0,21.5,21050010
2528,KIBON SNICKERS 800ML,7.89E+17,UN,0,21.5,21050010
2529,LATA COCA COLA CAFE ESPRESSO 220ML,7.89E+16,UN,0,1.99,22021000
2530,SALGADINHO CHEETOS TURBO CHEDDAR 47G,7.89E+17,UN,0,2.5,
2531,CHOCOLATE TWIX 15G,7.90E+17,UN,0,1,19053100
2532,CHOCOLATE PRESTIGIO 33G,7.89E+15,UN,0,1.25,18069000
2533,BALA KIDS HORTELA UNID,2533,UN,0,0.15,17041000
2534,PLUTONITA SORTE OU AZAR,7.89E+17,UN,1,1.5,17041000
2535,KIBON NAPOLITANO ZERO LACTOSE 800ML,2535,UN,0,21.5,21050010
2536,KIBON CREMOSISSIMO 4EM1 CHOCOLATE,7.89E+17,UN,0,25.9,21050010
2537,CHOC TORTUGUITA CONFEITOS,7.90E+17,UN,0,2.3,
2538,KIBON MAX KOLORIX,7.89E+17,UN,0,1.7,21050010
2539,SALGADINHO CHEETOS MIX 42G,7.89E+17,UN,0,1.99,
2540,BATON BRANCO,78912366,UN,0,1.25,
2541,ELMA CHIPS BATATA PALHA EXTRA FINA 120G,7.89E+17,UN,0,6.5,","
2542,TORTA DE MACA GRANDE,2542,UN,0,41.9,
2543,KIBON MINI CHICABON,7.89E+17,UN,0,10.5,21050010
2544,PET MOGI GROSELHA 1LITRO,7.90E+17,UN,0,7.9,21069010
2545,PALMITO SAVANA CUBOS 1800G,7.90E+17,UN,0,23.9,20089100
2546,PALMITO SAVANA BANDA 1800G,2546,UN,0,26.9,20089100
2547,CASARAO FUSILLI BETER/ BAN. VERDE/ PIM. CAIENA 300G,7.90E+17,UN,0,10.9,19021900
2548,CASARAO FUSILLI CENOURA/ BAT.DOCE/ CURCUMA/ CHIA 300G,7.90E+17,UN,0,10.9,19021900
2549,CASARAO PENNE BETER/ BAN.VERDE/ PIM.CAIENA 300G,7.90E+17,UN,0,10.9,19021900
2550,CASARAO PENNE ESPINAFRE/ BERINJELA/ CHILLI 300G,7.90E+17,UN,0,10.9,19021900
2551,CHOC DIAMANTE NEGRO 90G,7.62E+16,UN,0,5.4,18063210
2552,CHOC AMARO 90G,7.62E+17,UN,0,5.4,18063210
2553,CHOC LAKA DIAMANTE NEGRO 90G,7.62E+17,UN,0,5.4,18063210
2554,CHOC LAKA OREO 90G,7.62E+17,UN,0,5.4,18063210
2555,CASA DAS TORTAS CHOCOLATE 1KG,2555,UN,0,47.5,19059090
2556,CASA DAS TORTAS GREGO C/ AMARENA 1KG,7.90E+16,UN,0,47.5,19059090
2557,QUEIJO DOURADO DUETO,2557,KG,0,43.5,
2558,QUEIJO MINAS ARTESANAL CANASTRA,2558,KG,0,29.9,
2559,CERVEJA EISENBAHN AMERICAN IPA 355ML,7.90E+17,UN,0,6.9,22030000
2560,"CASA DAS TORTAS HOLANDESA 1,4KG",2560,UN,0,62.9,19059090
2561,VINHO BRANCO,2561,KG,0,0,
2562,SALGADINHO RUFFLES QUEIJO 50G,7.89E+17,UN,0,2.99,
2563,SALGADINHO RUFFLES QUEIJO 90G,7.89E+17,UN,0,6.99,
2564,PALMITO SAVANA PICADO,2564,UN,0,26.9,20089100
2565,KIBON TODDYNHO,7.89E+17,UN,0,2.9,21050010
2566,"CHOCOLATE SNICKERS 52,7G",7.51E+17,UN,0,3.1,18063110
2567,AMOR GLACE CHEESECAKE 700G,2567,UN,0,35.9,
2568,AMOR GLACE BOLO TRIPLO MOUSSE 700G,2568,UN,0,35.9,
2569,AMOR GLACE MOUSSE AO LEITE 100G,2569,UN,0,6.9,
2570,AMOR GLACE CHEESECAKE FATIA 190G,2570,UN,0,8.5,
2571,AMOR GLACE BOLO TRIPLO MOUSSE FATIA 180G,2571,UN,0,8.5,
2572,ARCOR GELATINAS MORDIDA,7.79E+17,UN,0,2.99,
2573,ARCOR GELATINAS 7BELO MORANGO COM CREME,7.79E+17,UN,0,2.99,
2574,ARCOR GELATINAS MELANCIAS,7.79E+17,UN,0,2.99,
2575,ARCOR GELATINAS PLUTONITA RODINHAS ACIDAS,7.79E+17,UN,0,2.99,
2576,ARCOR GELATINAS MINHOCAS,7.79E+17,UN,0,2.99,
2577,CERV EISENBAHN RAUCHBIER 355ML,7.90E+17,UN,0,6.9,22030000
2578,"TRIDENT SPEARMINT 30,6G",7.62E+17,UN,0,3.5,21069050
2579,CHOC ZEROMILK SMILES 5G,7.90E+17,UN,0,0.8,18063210
2580,ALFAJOR NEGRO 60G,7.73E+16,UN,0,7.5,19059090
2581,CHOC TRENTO MASSIMO CHOCOLATE 30G,7.90E+17,UN,0,1.99,19053200
2582,LEVE CROCK PALITOS QUINOA E GERGELIM 25G,7.90E+17,UN,0,2.99,19059020
2583,BARRA BENUTS MACADAMIA 30G,7.90E+17,UN,0,4.5,8135000
2584,BARRA BENUTS GOJIBERRY,7.90E+17,UN,0,4.5,8135000
2585,PORTAO DO CAMBUI DOCE DE LEITE 25G,7.90E+15,UN,0,0.99,19019020
2586,"STROOPWAFEL 28,5G",7.90E+17,UN,0,1.99,19053200
2587,BISCOITO POLVILHO CRECK CRECK CEBOLA E SALSA 50G,7.90E+17,UN,0,4.2,19053100
2588,BISCOITO POLVILHO CRECK CRECK TOM SECO E OREGANO 50G,7.90E+17,UN,0,4.2,19053100
2589,SABOR DAS INDIAS CHUTNEY PIMENTA C/ MORANGO 370G,7.90E+16,UN,0,21.5,21039021
2590,SABOR DAS INDIAS CHUTNEY PIMENTA C/ ABACAXI 270G,7.90E+16,UN,0,17.5,21039021
2591,SABOR DAS INDIAS CHUTNEY PIMENTA C/ GENGIBRE 370G,7.90E+16,UN,0,17.5,21039021
2592,SABOR DAS INDIAS PATE DE PIMENTA BIQUINHO 370G,7.90E+17,UN,0,15.5,21039021
2593,SABOR DAS INDIAS GELEIA DE PIMENTA 240G,7.90E+17,UN,0,16.5,20079910
2594,SABOR DAS INDIAS GELEIA DE PIMENTAO 240G,7.90E+16,UN,0,16.99,20079910
2595,SABOR DAS INDIAS GELEIA DE MORANGO C/ PIMENTA 240G,7.90E+16,UN,0,21.9,20079910
2596,HERSHEY S COOKIES AND CREAM POTE 800 ML,7.89E+17,UN,0,21.5,21050010
2597,CASARAO FARINHA DE ARROZ PREMIUM 500G,7.90E+17,UN,0,5.5,
2598,CHOC TRENTO MASSIMO BRANCO COM COOKIES 30G,7.90E+17,UN,0,1.99,
2599,CRYSTAL SPARKLING LIMAO 510ML,7.89E+16,UN,0,2.99,22021000
2600,CASARAO FUSILLI ESPINAFRE/BERINJELA/CHILLI 300G,7.90E+17,UN,0,10.9,19021900
2601,CASARAO PENNE CENOURA/BAT.DOCE/CURCUMA/CHIA 300G,7.90E+17,UN,0,10.9,19021900
2602,CANUDOS REBEQUI 240G,7.90E+17,UN,0,9.8,19021900
2603,CHOC TRENTO AVELA 32G,7.90E+17,UN,0,1.99,
2604,CHOC TRENTO MOUSSE DE MARACUJA 32G,7.90E+17,UN,0,1.99,
2605,PLUTONITA TIRA ARCO-IRIS ACIDA,7.89E+17,UN,0,1.25,
2606,PACOCA GOOBER SEM ACUCAR 20G,7.90E+17,UN,0,1.3,
2607,TABLETE ARCOR RECHEADO MEIO AMARGO,7.90E+17,UN,0,1.7,18063110
2608,AMOR GLACE BOLO DE CENOURA,2608,UN,0,14,
2609,BALA BUTTER TOFFEES LEITE CONDENSADO,2609,UN,0,0.2,
2610,BOMBOM AMOR SINGS 15G,78940291,UN,0,0.8,
2611,CASARAO MASSA DE ARROZ SPAGHETTI 300G,7.90E+17,UN,0,8.1,
2612,AMOR GLACE BOLO DE POTE,2612,UN,0,8,
2613,SALGADINHO RUFFLES KETCHUP 50G,2613,UN,0,0,
2614,PIPOCA MICROONDAS KISABOR MANTEIGA 100G,7.90E+17,UN,0,2.5,
2615,PIPOCA MICROONDAS KISABOR NATURAL 100G,7.90E+17,UN,0,2.5,
2616,PIPOCA MICROONDAS KISABOR BACON 100G,7.90E+17,UN,0,2.5,
2617,SALGADINHO LAYS CLASSICA 86G,7.89E+17,UN,0,6.99,
2618,SALGADINHO STIKSY 48G,7.89E+17,UN,0,4.99,
2619,KIBON MAGNUM PRALINE,7.89E+17,UN,0,10.8,21050010
2620,KIBON MAGNUM BITES,7.89E+17,UN,0,12.5,21050010
2621,KIBON CORNETTO M&MS,7.89E+17,UN,0,7.5,21050010
2622,KIBON BLAST M&MS,7.89E+17,UN,0,21.5,21050010
2623,SUCO DE LARANJA NATURAL 1L,7.37E+16,UN,0,7.9,
2624,SUCO DE LARANJA NATURAL 300ML,7.37E+16,UN,0,3.2,
2625,BANANINHA PARAIBUNA SEM ADICAO DE ACUCAR 23G,7.90E+17,UN,0,2.6,
2626,BALA 7BELO FRAMBOESA PACOTE 90G,7.89E+17,UN,0,2.99,
2627,PAO ITALIANO BOLA 400G,2627,UN,0,8.9,19059090
2628,BRIOCHE COM GOTAS DE CHOCOLATE 270G,2628,UN,0,11,19059090
2629,AROSA MASSA FOLHADA DISCO 15,7.90E+17,UN,0,23.9,19021900
2630,KIBON MORDISKO BAUNILHA,7.89E+17,UN,0,5.9,21050010
2631,KIBON CREMOSISSIMO 4EM1 TROPICAL,7.89E+17,UN,0,25.9,21050010
2632,BALA TRIBALA FRUTAS,2632,UN,0,0.15,17049020
2633,CHICLETE BOLIN FRUTAS,2633,UN,0,0.4,17041000
2634,GOSTO LEVE MIX DE FRUTAS DESIDRATADAS 150G,2634,UN,0,15.5,
2635,GOSTO LEVE AMENDOIM SEM PELE 150G,2635,UN,0,3.99,
2636,GOSTO LEVE AMENDOIM S/ PELE C/ SAL 150G,2636,UN,0,3.99,
2637,GOSTO LEVE BANANA CHIPS COM CANELA 50G,2637,UN,0,5.9,
2638,GOSTO LEVE BANANA CHIPS SALGADA 50G,2638,UN,0,5.9,
2639,GOSTO LEVE CASTANHA DE CAJU C/ SAL 150G,2639,UN,0,16.9,
2640,GOSTO LEVE CASTANHA DE CAJU S/ SAL 150G,2640,UN,0,16.9,
2641,GOSTO LEVE CASTANHA DO PARA 150G,2641,UN,0,12.9,
2642,GOSTO LEVE DAMASCO TURCO 150G,2642,UN,0,8.9,
2643,GOSTO LEVE MIX DE CASTANHAS 150G,2643,UN,0,14.2,
2644,GOSTO LEVE MILHO ESPANHOL MOSTARDA E MEL 100G,2644,UN,0,5.9,
2645,GOSTO LEVE AMENDOIM CARAMELIZADO 150G,2645,UN,0,6.5,
2646,GOSTO LEVE PROVOLONE ASSADO 50G,2646,UN,0,11.5,
2647,GOSTO LEVE AMENDOIM MACA DO AMOR 150G,2647,UN,0,4.99,
2648,GOSTO LEVE AMENDOIM SABORES 150G,2648,UN,0,4.99,
